,Role_Curator,Personal_Values_Cont_Conservation,Self_Esteem_Cont_SELevelIntelligence,Temperament_Centric
54,0.373723704,0.292193723,0.781873825,1.0
55,0.151688398,0.297230876,0.785038523,0.125
56,0.6015146370000001,0.307968228,0.8691453159999999,0.125
57,0.554536459,0.310924016,0.8522612690000001,0.625
58,0.302964178,0.29897036,0.735494089,0.0
59,0.288090885,0.289469776,0.5787616170000001,0.625
60,0.175833246,0.307984831,0.847904773,0.125
61,0.386003245,0.308150218,0.7160688470000001,0.25
62,0.28074066,0.288276172,0.697060646,1.0
63,0.323804178,0.305115855,0.838301583,0.25
64,0.334926765,0.305206627,0.82540475,0.0
65,0.177719395,0.309444133,0.8026848129999999,0.125
66,0.181372205,0.299921905,0.855068797,0.625
67,0.275113777,0.302750687,0.790906808,0.25
68,0.251613986,0.3045977039999999,0.806046453,0.625
69,0.23717655,0.300470034,0.76491417,0.25
70,0.37789192,0.296031753,0.842410716,0.125
71,0.123716011,0.298143017,0.756018483,0.0
72,0.165512163,0.295407102,0.8353677409999999,1.0
73,0.162608565,0.306359162,0.805165185,0.0
74,0.162608565,0.306359162,0.805165185,0.0
75,0.4102590339999999,0.30337556,0.839447278,0.125
76,0.15940899,0.305670301,0.7948641009999999,0.25
77,0.280495471,0.283614799,0.674652536,0.5
78,0.436887147,0.304863101,0.7901176879999999,0.625
79,0.5012228329999999,0.300388861,0.849786322,0.5
80,0.1833951639999999,0.306278418,0.7953017109999999,0.125
81,0.42462325,0.298654106,0.7299226590000001,0.625
82,0.418077969,0.304329583,0.7994470909999999,0.125
83,0.291836386,0.30440334,0.815088134,0.625
84,0.277133841,0.303716937,0.855643176,0.625
85,0.24520307,0.298857947,0.8248009709999999,0.25
86,0.169646666,0.299037846,0.75186895,0.125
87,0.104729081,0.2984196389999999,0.7013410790000001,0.625
88,0.323802203,0.304401058,0.808769463,0.125
89,0.221067361,0.309773356,0.7990673690000001,0.625
90,0.138668609,0.311730758,0.651469076,0.625
91,0.195460818,0.300108576,0.82919146,0.5
92,0.232103756,0.30537903,0.833588914,0.625
93,0.179672962,0.300745528,0.8347803009999999,0.125
94,0.358152802,0.302657972,0.8154677290000001,0.625
95,0.34098666,0.3016947889999999,0.80378714,0.625
96,0.126503546,0.310478237,0.74178772,0.125
97,0.0828811709999999,0.300661022,0.718763041,0.25
98,0.072616183,0.296256888,0.777409103,0.25
99,0.239929284,0.302570226,0.7867210379999999,0.0
100,0.368284416,0.2946897639999999,0.812459794,0.5
101,0.329230209,0.305050814,0.75635367,0.25
102,0.545814813,0.302296153,0.791905387,0.25
103,0.1885432239999999,0.296516557,0.776557798,0.625
104,0.324998435,0.303450541,0.817396798,0.125
105,0.250890854,0.301173231,0.820126274,0.25
106,0.075852273,0.294421678,0.6571990679999999,0.125
107,0.174085197,0.302660323,0.790228831,0.25
108,0.261639245,0.302381026,0.80425799,1.0
109,0.413710517,0.304548577,0.7787233,0.625
110,0.271095376,0.3023931569999999,0.813713569,0.25
111,0.236141316,0.299375992,0.832204614,0.25
112,0.278208921,0.304823738,0.860473571,0.25
113,0.264372858,0.309180131,0.746589498,0.5
114,0.184886213,0.309315373,0.735021437,0.25
115,0.206384232,0.30412432,0.797259394,0.25
116,0.378032766,0.312195667,0.721852068,0.5
117,0.370678716,0.314365167,0.823497004,1.0
118,0.319544978,0.296263435,0.688358466,0.5
119,0.135801487,0.308401333,0.870853311,0.25
120,0.315162877,0.29408115,0.645998175,0.25
121,0.156220701,0.290810055,0.661010158,0.25
122,0.464042014,0.2919953,0.783929242,0.125
123,0.175231433,0.306807734,0.7840695940000001,0.625
124,0.246276131,0.299260519,0.7413533040000001,0.625
125,0.362222195,0.3077510539999999,0.875886431,0.25
126,0.0,0.287274858,0.6319507,0.25
127,0.357116447,0.303664646,0.827921303,0.5
128,0.193386541,0.308520783,0.7807153509999999,0.125
129,0.343716339,0.303841107,0.784006084,0.625
130,0.38122091,0.310301184,0.828301197,1.0
131,0.450614796,0.304498059,0.8182605059999999,0.625
132,0.338395972,0.301585157,0.83300272,0.125
133,0.155306751,0.304783585,0.8044380640000001,0.25
134,0.380008138,0.320143671,0.7174198509999999,0.5
135,0.3237720089999999,0.3005720189999999,0.688358466,0.5
136,0.28701192,0.294583777,0.688358466,0.5
137,0.281637904,0.306170765,0.774897783,0.625
138,0.305605739,0.309009628,0.759057775,0.625
139,0.2155789339999999,0.30131018,0.8026725109999999,0.125
140,0.4228368179999999,0.304466382,0.704081271,0.25
141,0.2225241,0.297168737,0.841937247,0.25
142,0.230328463,0.301255719,0.7814125,0.625
143,0.320383429,0.29804282,0.736583353,0.0
144,0.0,0.288074165,0.712242994,0.0
145,0.336177115,0.3107673039999999,0.798804203,0.25
146,0.218749071,0.30382119,0.843340709,0.25
147,0.1958246689999999,0.297935021,0.8355037809999999,0.125
148,0.440331472,0.302465416,0.865514392,0.25
149,0.248658153,0.299523637,0.766324045,0.25
150,0.418434871,0.306450055,0.8356942620000001,0.25
151,0.460147346,0.303432074,0.827866213,0.125
152,0.236108187,0.304537824,0.7060133670000001,0.625
153,0.261812505,0.303541106,0.678056393,0.5
154,0.4180171379999999,0.291647835,0.74286248,0.25
155,0.133947183,0.304440892,0.7959671859999999,0.25
156,0.304470876,0.302802097,0.80974347,0.125
157,0.407639924,0.306139873,0.783799763,0.5
158,0.376796588,0.304509155,0.858106968,0.125
159,0.299974416,0.302082011,0.751131456,0.625
160,0.11243997,0.3024803339999999,0.8399994340000001,0.5
161,0.257986701,0.301910891,0.7731312220000001,0.125
162,0.197636525,0.30574059,0.797843089,0.5
163,0.081670261,0.295413935,0.661473434,0.125
164,0.176133201,0.2993216469999999,0.76146295,0.625
165,0.27628682,0.302161085,0.710065651,0.125
166,0.430192565,0.275414722,0.724676517,1.0
167,0.462619566,0.30153534,0.797102367,0.125
168,0.214014168,0.302685847,0.7874207,0.625
169,0.1702387289999999,0.303126025,0.7951999670000001,0.25
170,0.353651245,0.284080283,0.6221776410000001,0.25
171,0.153992532,0.312359773,0.818127116,0.25
172,0.284459568,0.298180822,0.708934871,0.0
173,0.302599935,0.304419743,0.7825002090000001,0.0
174,0.138591838,0.296450809,0.811408613,0.25
175,0.3100716,0.30761516,0.7929756840000001,1.0
176,0.318003811,0.303642848,0.817798678,0.25
177,0.445361637,0.305735298,0.807175903,0.625
178,0.195843528,0.3075460539999999,0.830889601,0.5
179,0.232486899,0.301728678,0.8241923000000001,0.5
180,0.191937075,0.303037407,0.791392614,0.125
181,0.234766535,0.303963969,0.817843676,0.5
182,0.291428995,0.297041828,0.8355822629999999,0.125
183,0.381457586,0.309079997,0.8466653890000001,0.25
184,0.161350368,0.293794583,0.771575528,0.25
185,0.333734292,0.295960235,0.688358466,0.5
186,0.236671009,0.288860289,0.6920661459999999,0.5
187,0.1952012719999999,0.303131233,0.7417289029999999,0.125
188,0.345811405,0.285476141,0.845034638,0.5
189,0.3450928029999999,0.298670008,0.837907453,0.25
190,0.196221709,0.3086326219999999,0.868070792,0.125
191,0.310900196,0.297780295,0.7983593459999999,0.0
192,0.22761325,0.305382573,0.7787743859999999,0.5
193,0.359761962,0.303654526,0.7646757959999999,0.125
194,0.274324166,0.3066998019999999,0.8018728270000001,0.25
195,0.090518128,0.277691587,0.6283540870000001,0.125
196,0.2382742669999999,0.305695745,0.8087805440000001,0.625
197,0.335339228,0.3058056289999999,0.789134455,0.0
198,0.125998398,0.288854376,0.7574392320000001,0.5
199,0.136770774,0.292851342,0.79966845,0.125
200,0.1081522869999999,0.302949189,0.8189505229999999,0.125
201,0.096422287,0.284080091,0.6931753,0.5
202,0.410796565,0.279233174,0.801644811,0.625
203,0.317213117,0.303495158,0.714840402,0.125
204,0.395008029,0.310771751,0.821480269,0.25
205,0.4180171379999999,0.291647835,0.74286248,0.25
206,0.483424529,0.291394094,0.766720858,0.625
207,0.274673388,0.30696955,0.781737097,0.125
208,0.430939856,0.295537271,0.836880909,0.125
209,0.194804771,0.279954948,0.755450318,0.125
210,0.225591591,0.296412568,0.806879749,0.0
211,0.339674957,0.301424748,0.801485868,0.625
212,0.256718505,0.297160795,0.852699715,0.625
213,0.044313852,0.282782477,0.729892615,0.125
214,0.236258608,0.298903518,0.495203755,0.0
215,0.328344464,0.29055695,0.744385643,0.25
216,0.316696437,0.3072878069999999,0.837037502,0.25
217,0.23941005,0.298149673,0.6811812770000001,0.125
218,0.207464823,0.309215544,0.851904456,0.125
219,0.206181935,0.2926754239999999,0.703833842,0.125
220,0.3198604539999999,0.299032456,0.832661564,0.625
221,0.227900526,0.301953573,0.80615579,0.625
222,0.212831423,0.305204452,0.7714974859999999,0.125
223,0.4180171379999999,0.291647835,0.74286248,0.25
224,0.393561621,0.293788321,0.830363187,0.625
225,0.195249825,0.301548482,0.7509226109999999,0.125
226,0.1976217689999999,0.302843212,0.792044482,0.625
227,0.320021178,0.3025152,0.7575844690000001,0.625
228,0.3349958839999999,0.289432537,0.715636226,0.25
229,0.251155522,0.307373205,0.754041181,0.625
230,0.441687181,0.296897032,0.7190598659999999,0.125
231,0.17508297,0.305047847,0.8389774659999999,0.125
232,0.363218426,0.267636252,0.69255632,0.25
233,0.198143142,0.308812611,0.826751375,0.625
234,0.4180171379999999,0.291647835,0.74286248,0.25
235,0.0,0.2983091,0.785331571,0.0
236,0.4180171379999999,0.291647835,0.74286248,0.25
237,0.4180171379999999,0.291647835,0.74286248,0.25
238,0.249013865,0.2681470689999999,0.72109355,0.25
239,0.087755141,0.303099371,0.774800926,0.125
240,0.370125067,0.279870882,0.7717200940000001,0.125
241,0.154387484,0.281442991,0.662394952,0.125
242,0.414914713,0.288132744,0.768527211,0.25
243,0.289631655,0.307238012,0.827660505,0.625
244,0.221826297,0.269847381,0.503020901,0.125
245,0.13799483,0.306305332,0.8348440429999999,0.125
246,0.160466648,0.309653995,0.816875646,0.25
247,0.4180171379999999,0.291647835,0.74286248,0.25
248,0.4180171379999999,0.291647835,0.74286248,0.25
249,0.1281790069999999,0.301089278,0.8028775359999999,0.125
250,0.022074441,0.281165004,0.7371441879999999,0.125
251,0.3026458,0.295097915,0.8175042020000001,0.625
252,0.269035682,0.3028344069999999,0.636255645,0.0
253,0.338748211,0.28851993,0.6982558320000001,0.0
254,0.0872707559999999,0.289647401,0.749247969,0.625
255,0.251531507,0.2943122589999999,0.71829951,0.5
256,0.4180171379999999,0.291647835,0.74286248,0.25
257,0.0,0.289146508,0.67804542,0.125
258,0.33790301,0.286941943,0.562010848,0.0
259,0.2055244239999999,0.303909188,0.8274383959999999,0.125
260,0.254153658,0.296412923,0.8251704320000001,0.25
261,0.202777929,0.297721564,0.786174114,0.25
262,0.268654895,0.287753591,0.662915177,0.625
263,0.4180171379999999,0.291647835,0.74286248,0.25
264,0.198494704,0.298477103,0.666874695,0.0
265,0.238733193,0.284943616,0.724630489,0.125
266,0.197018458,0.298902144,0.70612947,0.5
267,0.265588443,0.301956889,0.754762388,0.125
268,0.3142082539999999,0.297898344,0.8399764209999999,0.625
269,0.241955538,0.303949668,0.80562394,0.625
270,0.223907587,0.295291561,0.789742541,0.0
271,0.135857471,0.3040156069999999,0.775524161,0.125
272,0.241955538,0.303949668,0.80562394,0.625
273,0.200117371,0.302317541,0.8071965329999999,0.625
274,0.157435849,0.310951796,0.842294357,0.625
275,0.379615724,0.309490969,0.843793114,0.625
276,0.1017294909999999,0.302941297,0.8755092409999999,0.625
277,0.44010233,0.29142892,0.824998682,0.0
278,0.379547545,0.302756493,0.897406914,0.25
279,0.274050747,0.285940211,0.79251495,0.25
280,0.126911095,0.297511652,0.800900209,0.625
281,0.228103434,0.306788541,0.83738381,0.625
282,0.241955538,0.303949668,0.80562394,0.625
283,0.335483235,0.308344346,0.801745893,0.25
284,0.291606561,0.300279217,0.821259282,0.25
285,0.298685638,0.302642635,0.859125163,0.625
286,0.2474038589999999,0.299214869,0.699569187,0.5
287,0.36105202,0.301323711,0.810694688,0.25
288,0.064142383,0.29610186,0.647692218,0.625
289,0.210132536,0.293431815,0.784638238,0.125
290,0.305500325,0.303476757,0.8407661470000001,0.625
291,0.267025639,0.3074796489999999,0.775624874,0.0
292,0.339802822,0.303335516,0.754786362,0.125
293,0.336690696,0.306551617,0.841268152,0.125
294,0.4180171379999999,0.291647835,0.74286248,0.25
295,0.241955538,0.303949668,0.80562394,0.625
296,0.241955538,0.303949668,0.80562394,0.625
297,0.133017746,0.284812474,0.7349268520000001,0.125
298,0.218135245,0.2950075,0.8133342020000001,0.125
299,0.094054694,0.300974495,0.8199660809999999,0.25
300,0.174552364,0.29734361,0.767165439,0.25
301,0.183861081,0.305073556,0.811744173,0.125
302,0.226903318,0.2934439339999999,0.8216574000000001,0.25
303,0.206631085,0.301354328,0.8361717009999999,0.25
304,0.246014296,0.300475032,0.767559131,0.125
305,0.2038813239999999,0.308369211,0.8419379459999999,0.25
306,0.3357286929999999,0.299426882,0.8123637920000001,0.5
307,0.301383388,0.303309551,0.7352768409999999,0.25
308,0.204689953,0.2950543,0.743652662,0.5
309,0.438375882,0.305959551,0.797821408,0.625
310,0.28770837,0.27502264,0.6851240829999999,0.25
311,0.271239583,0.303901661,0.84702893,0.625
312,0.336953933,0.28852557,0.7164927,0.125
313,0.337684561,0.304130463,0.763805214,0.125
314,0.180431986,0.303972216,0.7287954209999999,0.25
315,0.243535933,0.296123275,0.8276287459999999,0.25
316,0.284699322,0.3046641969999999,0.750915307,0.25
317,0.127675754,0.301612866,0.793472253,0.625
318,0.155351355,0.300792208,0.779443386,0.125
319,0.124449951,0.279539834,0.7208755809999999,0.625
320,0.156216577,0.288768691,0.67619626,0.625
321,0.113546132,0.303471978,0.84399529,0.0
322,0.234283776,0.300885665,0.796440045,0.125
323,0.207892456,0.304182883,0.822906131,0.0
324,0.2104906,0.30285946,0.775035886,0.5
325,0.2467536139999999,0.286771616,0.7474562929999999,0.625
326,0.195193381,0.304335235,0.761977942,0.5
327,0.382287247,0.298493346,0.739736318,0.625
328,0.026993621,0.275654723,0.302305065,1.0
329,0.241955538,0.303949668,0.80562394,0.625
330,0.251098972,0.298759518,0.7809113109999999,0.625
331,0.387651134,0.297053957,0.8287939959999999,0.5
332,0.235212835,0.300644244,0.6749844290000001,0.0
333,0.248543029,0.2904702289999999,0.728033668,0.625
334,0.278273077,0.304219731,0.760327596,0.5
335,0.5584981529999999,0.288969739,0.75032773,0.25
336,0.181665397,0.30196353,0.836239652,1.0
337,0.4180171379999999,0.291647835,0.74286248,0.25
338,0.194937723,0.303996442,0.76230685,0.25
339,0.2253151339999999,0.299072307,0.796894454,0.25
340,0.350301938,0.293998412,0.8038957440000001,0.25
341,0.326650287,0.298596682,0.775855429,0.625
342,0.3837239529999999,0.294481896,0.7504237659999999,0.25
343,0.4180171379999999,0.291647835,0.74286248,0.25
344,0.2474038589999999,0.299214869,0.699569187,0.5
345,0.218737076,0.311281168,0.70612947,0.5
346,0.38930169,0.303184333,0.8098134779999999,0.625
347,0.364674356,0.3051924789999999,0.856477189,0.625
348,0.1959656719999999,0.306538127,0.811455122,0.625
349,0.354198201,0.3035317369999999,0.814220864,0.625
350,0.346307032,0.304170567,0.8178620409999999,0.5
351,0.3720842579999999,0.306746296,0.785800962,0.25
352,0.293165971,0.306425657,0.870927142,0.625
353,0.441326982,0.3067305939999999,0.8218011940000001,0.625
354,0.2474038589999999,0.299214869,0.699569187,0.5
355,0.207556301,0.286198233,0.697052989,0.625
356,0.14802218,0.302514665,0.586345943,0.625
357,0.17711419,0.304308833,0.8480757520000001,0.25
358,0.073252929,0.315392316,0.597320222,0.5
359,0.163970718,0.304920509,0.748258489,0.125
360,0.408304936,0.309163843,0.833267031,0.625
361,0.13238146,0.270598247,0.665024123,0.125
362,0.250939345,0.306543528,0.785339158,0.625
363,0.287466634,0.302744646,0.794627981,0.0
364,0.194157076,0.2865478589999999,0.71847584,0.25
365,0.244410684,0.299060978,0.852340167,0.125
366,0.368930365,0.3043570339999999,0.7709466559999999,0.25
367,0.206058023,0.301182435,0.7810078109999999,0.625
368,0.36660087,0.31065519,0.782435753,0.625
369,0.537813702,0.301971647,0.799722335,0.5
370,0.4180171379999999,0.291647835,0.74286248,0.25
371,0.398605334,0.302910456,0.7952915,0.5
372,0.351551761,0.285731611,0.768527211,0.0
373,0.16280228,0.2995004,0.777410589,0.625
374,0.401650128,0.309285455,0.793180083,0.0
375,0.303258948,0.311096055,0.800452249,0.25
376,0.26118006,0.308491991,0.781746822,0.125
377,0.304728517,0.305376201,0.785324081,0.25
378,0.136834197,0.303921196,0.8658290820000001,0.0
379,0.211303008,0.299900203,0.7185657809999999,0.25
380,0.076892989,0.313068967,0.660055684,0.125
381,0.264373431,0.311499054,0.6745746990000001,0.25
382,0.4180171379999999,0.291647835,0.74286248,0.25
383,0.197692427,0.285739453,0.7723667679999999,0.5
384,0.432128196,0.3041999469999999,0.617923673,0.25
385,0.2603350769999999,0.298763792,0.8248009709999999,0.25
386,0.159183295,0.292947051,0.7745027809999999,0.125
387,0.211656942,0.3062940289999999,0.70612947,0.5
388,0.112423195,0.30580678,0.72376967,0.0
389,0.157850723,0.306610552,0.697120393,0.125
390,0.052307369,0.298845186,0.776815527,0.25
391,0.074865663,0.3044951369999999,0.785887577,0.625
392,0.165282774,0.30187724,0.7874935909999999,0.25
393,0.251179001,0.303190197,0.723051453,0.125
394,0.221149453,0.3052844939999999,0.70612947,0.5
395,0.4180171379999999,0.291647835,0.74286248,0.25
396,0.061057394,0.2986855519999999,0.649767436,0.125
397,0.245195871,0.30269154,0.826396131,0.25
398,0.225526055,0.27390616,0.653547772,0.0
399,0.289309001,0.29947675,0.727687,0.625
400,0.254144697,0.31020701,0.7653979999999999,0.625
401,0.35349968,0.297576116,0.85371515,0.125
402,0.37032128,0.309085458,0.76721077,0.125
403,0.1466862,0.305710283,0.749834894,0.25
404,0.2464636539999999,0.304670671,0.830451433,0.625
405,0.332000036,0.301912164,0.7938173270000001,0.125
406,0.257363825,0.304806457,0.8102417820000001,0.125
407,0.4180171379999999,0.291647835,0.74286248,0.25
408,0.4180171379999999,0.291647835,0.74286248,0.25
409,0.155413339,0.307546727,0.88515298,0.625
410,0.151162391,0.301542401,0.7551716559999999,0.25
411,0.202111948,0.3001670489999999,0.624214068,0.625
412,0.12940161,0.2960484439999999,0.757182888,0.0
413,0.4180171379999999,0.291647835,0.74286248,0.25
414,0.152811394,0.282573486,0.7355540079999999,0.125
415,0.224794953,0.303337031,0.85858266,0.5
416,0.4180171379999999,0.291647835,0.74286248,0.25
417,0.148182177,0.298267598,0.731453593,0.125
418,0.150697168,0.3078529789999999,0.770132112,0.25
419,0.1675936019999999,0.299339294,0.824855303,0.125
420,0.241955538,0.303949668,0.80562394,0.625
421,0.1082855809999999,0.3052609069999999,0.759157315,0.25
422,0.4180171379999999,0.291647835,0.74286248,0.25
423,0.244689035,0.297644429,0.827806397,0.625
424,0.249820535,0.301750931,0.713334767,0.125
425,0.4180171379999999,0.291647835,0.74286248,0.25
426,0.4180171379999999,0.291647835,0.74286248,0.25
427,0.4180171379999999,0.291647835,0.74286248,0.25
428,0.4180171379999999,0.291647835,0.74286248,0.25
429,0.241606453,0.30493681,0.793118604,0.625
430,0.4180171379999999,0.291647835,0.74286248,0.25
431,0.241955538,0.303949668,0.80562394,0.625
432,0.130015489,0.308603663,0.760390399,0.125
433,0.204077599,0.305024271,0.69260117,0.5
434,0.4180171379999999,0.291647835,0.74286248,0.25
435,0.4180171379999999,0.291647835,0.74286248,0.25
436,0.4180171379999999,0.291647835,0.74286248,0.25
437,0.124795084,0.302881035,0.7609610840000001,0.125
438,0.131985841,0.304327674,0.7596521190000001,0.625
439,0.4180171379999999,0.291647835,0.74286248,0.25
440,0.4180171379999999,0.291647835,0.74286248,0.25
441,0.052677059,0.301431182,0.810167031,0.25
442,0.241955538,0.303949668,0.80562394,0.625
443,0.4180171379999999,0.291647835,0.74286248,0.25
444,0.4180171379999999,0.291647835,0.74286248,0.25
445,0.4180171379999999,0.291647835,0.74286248,0.25
446,0.4180171379999999,0.291647835,0.74286248,0.25
447,0.309493874,0.273252194,0.753084483,0.125
448,0.4180171379999999,0.291647835,0.74286248,0.25
449,0.149369397,0.306022772,0.811211708,0.125
450,0.4180171379999999,0.291647835,0.74286248,0.25
451,0.1230324669999999,0.307346782,0.7169872620000001,0.5
452,0.321558705,0.296406309,0.786038824,0.125
453,0.4180171379999999,0.291647835,0.74286248,0.25
454,0.29704143,0.298737209,0.8245065779999999,0.25
455,0.171584228,0.30124975,0.7991532140000001,0.625
456,0.090135985,0.301239767,0.825074767,1.0
457,0.288320006,0.301222165,0.81481816,0.625
458,0.344129447,0.30418013,0.79638714,0.125
459,0.098367863,0.305319453,0.786098207,0.625
460,0.4180171379999999,0.291647835,0.74286248,0.25
461,0.340687113,0.3007441939999999,0.774960545,0.125
462,0.364782851,0.2965207039999999,0.712276705,0.125
463,0.4180171379999999,0.291647835,0.74286248,0.25
464,0.149988923,0.293695899,0.7600851270000001,0.5
465,0.4180171379999999,0.291647835,0.74286248,0.25
466,0.4180171379999999,0.291647835,0.74286248,0.25
467,0.4180171379999999,0.291647835,0.74286248,0.25
468,0.319071719,0.293195094,0.71527552,0.125
469,0.4180171379999999,0.291647835,0.74286248,0.25
470,0.156356471,0.304452783,0.686325637,0.125
471,0.114430118,0.3014611989999999,0.780606618,0.125
472,0.4180171379999999,0.291647835,0.74286248,0.25
473,0.4180171379999999,0.291647835,0.74286248,0.25
474,0.0,0.297133633,0.762071597,0.125
475,0.2131140789999999,0.295566259,0.7809847109999999,0.25
476,0.4180171379999999,0.291647835,0.74286248,0.25
477,0.4180171379999999,0.291647835,0.74286248,0.25
478,0.398053106,0.293169173,0.678078277,0.25
479,0.291642197,0.3073688189999999,0.801580982,0.125
480,0.252806917,0.304612442,0.763360897,0.25
481,0.241955538,0.303949668,0.80562394,0.625
482,0.4180171379999999,0.291647835,0.74286248,0.25
483,0.243784133,0.295953352,0.809177131,0.125
484,0.4180171379999999,0.291647835,0.74286248,0.25
485,0.4180171379999999,0.291647835,0.74286248,0.25
486,0.186718431,0.296995697,0.833547907,0.25
487,0.4180171379999999,0.291647835,0.74286248,0.25
488,0.100719555,0.298258397,0.779699356,0.5
489,0.346249708,0.270762318,0.745238939,0.125
490,0.241955538,0.303949668,0.80562394,0.625
491,0.195078431,0.301192397,0.826680745,0.0
492,0.165470718,0.30648482,0.7861679140000001,0.5
493,0.116990273,0.300735403,0.7704189379999999,0.125
494,0.4180171379999999,0.291647835,0.74286248,0.25
495,0.1964738439999999,0.29781881,0.8528130079999999,0.625
496,0.4180171379999999,0.291647835,0.74286248,0.25
497,0.4180171379999999,0.291647835,0.74286248,0.25
498,0.4180171379999999,0.291647835,0.74286248,0.25
499,0.1069713069999999,0.309834151,0.85536491,0.25
500,0.4180171379999999,0.291647835,0.74286248,0.25
501,0.4180171379999999,0.291647835,0.74286248,0.25
502,0.145264886,0.279905884,0.803267451,0.25
503,0.4180171379999999,0.291647835,0.74286248,0.25
504,0.053403632,0.285608276,0.715388338,0.5
505,0.144108507,0.309617406,0.776425715,0.625
506,0.4180171379999999,0.291647835,0.74286248,0.25
507,0.205137275,0.309170845,0.828956556,0.125
508,0.241955538,0.303949668,0.80562394,0.625
509,0.2125563869999999,0.305245873,0.758609835,0.25
510,0.245039693,0.302995605,0.7900535059999999,0.25
511,0.21358272,0.304346717,0.818229597,0.125
512,0.00207846,0.292593372,0.737220205,0.125
513,0.183191356,0.299680387,0.790925896,0.25
514,0.205750341,0.303121915,0.789827053,0.625
515,0.4180171379999999,0.291647835,0.74286248,0.25
516,0.180151134,0.30479909,0.788719513,0.0
517,0.194303604,0.296219682,0.801726328,0.0
518,0.228491709,0.300132461,0.818960743,0.25
519,0.4180171379999999,0.291647835,0.74286248,0.25
520,0.0,0.302952716,0.731486425,0.5
521,0.4180171379999999,0.291647835,0.74286248,0.25
522,0.2815308,0.3109372,0.709237943,0.25
523,0.300891063,0.297664226,0.762733298,0.5
524,0.4180171379999999,0.291647835,0.74286248,0.25
525,0.1449411069999999,0.300839085,0.636740945,0.25
526,0.4180171379999999,0.291647835,0.74286248,0.25
527,0.255468616,0.3073799439999999,0.7711848579999999,0.125
528,0.144787657,0.304125732,0.7600920529999999,0.0
529,0.313347836,0.3023642689999999,0.817514403,0.625
530,0.241955538,0.303949668,0.80562394,0.625
531,0.4180171379999999,0.291647835,0.74286248,0.25
532,0.374588665,0.305024593,0.832205937,0.625
533,0.241955538,0.303949668,0.80562394,0.625
534,0.229592953,0.304451543,0.7643270040000001,0.25
535,0.1597814719999999,0.301621298,0.750285309,0.25
536,0.133204809,0.298470364,0.7485768420000001,0.5
537,0.272897034,0.307453941,0.784083443,0.125
538,0.241955538,0.303949668,0.80562394,0.625
539,0.17715842,0.301567077,0.7456027740000001,0.125
540,0.4180171379999999,0.291647835,0.74286248,0.25
